time_ms,prop_valve_ma,sol_valve,trig
160,20.0,1,0
161,20.0,1,0
162,20.0,1,0
163,20.0,1,0
164,20.0,1,0
165,20.0,1,0
166,20.0,1,0
167,20.0,1,0
168,20.0,1,0
169,20.0,1,0
170,20.0,1,0
171,20.0,1,0
172,20.0,1,0
173,20.0,1,0
174,20.0,1,0
175,20.0,1,0
176,20.0,1,0
177,20.0,1,0
178,20.0,1,0
179,20.0,1,0
180,20.0,1,0
181,20.0,1,0
182,20.0,1,0
183,20.0,1,0
184,20.0,1,0
185,20.0,1,0
186,20.0,1,0
187,20.0,1,0
188,20.0,1,0
189,20.0,1,0
190,20.0,1,0
191,20.0,1,0
192,20.0,1,0
193,20.0,1,0
194,20.0,1,0
195,20.0,1,0
196,20.0,1,0
197,20.0,1,0
198,20.0,1,0
199,20.0,1,0
200,20.0,1,0
201,20.0,1,0
202,20.0,1,0
203,20.0,1,0
204,20.0,1,0
205,20.0,1,0
206,20.0,1,0
207,20.0,1,0
208,20.0,1,0
209,20.0,1,0
210,20.0,1,0
211,20.0,1,0
212,20.0,1,0
213,20.0,1,0
214,20.0,1,0
215,20.0,1,0
216,20.0,1,0
217,20.0,1,0
218,20.0,1,0
219,20.0,1,0
220,20.0,1,0
221,20.0,1,0
222,20.0,1,0
223,20.0,1,0
224,20.0,1,0
225,20.0,1,0
226,20.0,1,0
227,20.0,1,0
228,20.0,1,0
229,20.0,1,0
230,20.0,1,0
231,20.0,1,0
232,20.0,1,0
233,20.0,1,0
234,20.0,1,0
235,20.0,1,0
236,20.0,1,0
237,20.0,1,0
238,20.0,1,0
239,20.0,1,0
240,20.0,1,0
241,20.0,1,0
242,20.0,1,0
243,20.0,1,0
244,20.0,1,0
245,20.0,1,0
246,20.0,1,0
247,20.0,1,0
248,20.0,1,0
249,20.0,1,0
250,20.0,1,0
251,20.0,1,0
252,20.0,1,0
253,20.0,1,0
254,20.0,1,0
255,20.0,1,0
256,20.0,1,0
257,20.0,1,0
258,20.0,1,0
259,20.0,1,0
260,20.0,1,0
261,20.0,1,0
262,20.0,1,0
263,20.0,1,0
264,20.0,1,0
265,20.0,1,0
266,20.0,1,0
267,20.0,1,0
268,20.0,1,0
269,20.0,1,0
270,20.0,1,0
271,20.0,1,0
272,20.0,1,0
273,20.0,1,0
274,20.0,1,0
275,20.0,1,0
276,20.0,1,0
277,20.0,1,0
278,20.0,1,0
279,20.0,1,0
280,20.0,1,0
281,20.0,1,0
282,20.0,1,0
283,20.0,1,0
284,20.0,1,0
285,20.0,1,0
286,20.0,1,0
287,20.0,1,0
288,20.0,1,0
289,20.0,1,0
290,20.0,1,0
291,20.0,1,0
292,20.0,1,0
293,20.0,1,0
294,20.0,1,0
295,20.0,1,0
296,20.0,1,0
297,20.0,1,0
298,20.0,1,0
299,20.0,1,0
300,20.0,1,0
301,20.0,1,0
302,20.0,1,0
303,20.0,1,0
304,20.0,1,0
305,20.0,1,0
306,20.0,1,0
307,20.0,1,0
308,20.0,1,0
309,20.0,1,0
310,20.0,1,0
311,20.0,1,0
312,20.0,1,0
313,20.0,1,0
314,20.0,1,0
315,20.0,1,0
316,20.0,1,0
317,20.0,1,0
318,20.0,1,0
319,20.0,1,0
320,20.0,1,0
321,20.0,1,0
322,20.0,1,0
323,20.0,1,0
324,20.0,1,0
325,20.0,1,0
326,20.0,1,0
327,20.0,1,0
328,20.0,1,0
329,20.0,1,0
330,20.0,1,0
331,20.0,1,0
332,20.0,1,0
333,20.0,1,0
334,20.0,1,0
335,20.0,1,0
336,20.0,1,0
337,20.0,1,0
338,20.0,1,0
339,20.0,1,0
340,20.0,1,0
341,20.0,1,0
342,20.0,1,0
343,20.0,1,0
344,20.0,1,0
345,20.0,1,0
346,20.0,1,0
347,20.0,1,0
348,20.0,1,0
349,20.0,1,0
350,20.0,1,0
351,20.0,1,0
352,20.0,1,0
353,20.0,1,0
354,20.0,1,0
355,20.0,1,0
356,20.0,1,0
357,20.0,1,0
358,20.0,1,0
359,20.0,1,0
360,20.0,1,0
361,20.0,1,0
362,20.0,1,0
363,20.0,1,0
364,20.0,1,0
365,20.0,1,0
366,20.0,1,0
367,20.0,1,0
368,20.0,1,0
369,20.0,1,0
370,20.0,1,0
371,20.0,1,0
372,20.0,1,0
373,20.0,1,0
374,20.0,1,0
375,20.0,1,0
376,20.0,1,0
377,20.0,1,0
378,20.0,1,0
379,20.0,1,0
380,20.0,1,0
381,20.0,1,0
382,20.0,1,0
383,20.0,1,0
384,20.0,1,0
385,20.0,1,0
386,20.0,1,0
387,20.0,1,0
388,20.0,1,0
389,20.0,1,0
390,20.0,1,0
391,20.0,1,0
392,20.0,1,0
393,20.0,1,0
394,20.0,1,0
395,20.0,1,0
396,20.0,1,0
397,20.0,1,0
398,20.0,1,0
399,20.0,1,0
400,20.0,1,0
401,20.0,1,0
402,20.0,1,0
403,20.0,1,0
404,20.0,1,0
405,20.0,1,0
406,20.0,1,0
407,20.0,1,0
408,20.0,1,0
409,20.0,1,0
410,20.0,1,0
411,20.0,1,0
412,20.0,1,0
413,20.0,1,0
414,20.0,1,0
415,20.0,1,0
416,20.0,1,0
417,20.0,1,0
418,20.0,1,0
419,20.0,1,0
420,20.0,1,0
421,20.0,1,0
422,20.0,1,0
423,20.0,1,0
424,20.0,1,0
425,20.0,1,0
426,20.0,1,0
427,20.0,1,0
428,20.0,1,0
429,20.0,1,0
430,20.0,1,0
431,20.0,1,0
432,20.0,1,0
433,20.0,1,0
434,20.0,1,0
435,20.0,1,0
436,20.0,1,0
437,20.0,1,0
438,20.0,1,0
439,20.0,1,0
440,20.0,1,0
441,20.0,1,0
442,20.0,1,0
443,20.0,1,0
444,20.0,1,0
445,20.0,1,0
446,20.0,1,0
447,20.0,1,0
448,20.0,1,0
449,20.0,1,0
450,20.0,1,0
451,20.0,1,0
452,20.0,1,0
453,20.0,1,0
454,20.0,1,0
455,20.0,1,0
456,20.0,1,0
457,20.0,1,0
458,20.0,1,0
459,20.0,1,0
460,20.0,1,0
461,20.0,1,0
462,20.0,1,0
463,20.0,1,0
464,20.0,1,0
465,20.0,1,0
466,20.0,1,0
467,20.0,1,0
468,20.0,1,0
469,20.0,1,0
470,20.0,1,0
471,20.0,1,0
472,20.0,1,0
473,20.0,1,0
474,20.0,1,0
475,20.0,1,0
476,20.0,1,0
477,20.0,1,0
478,20.0,1,0
479,20.0,1,0
480,20.0,1,0
481,20.0,1,0
482,20.0,1,0
483,20.0,1,0
484,20.0,1,0
485,20.0,1,0
486,20.0,1,0
487,20.0,1,0
488,20.0,1,0
489,20.0,1,0
490,20.0,1,0
491,20.0,1,0
492,20.0,1,0
493,20.0,1,0
494,20.0,1,0
495,20.0,1,0
496,20.0,1,0
497,20.0,1,0
498,20.0,1,0
499,20.0,1,0
500,20.0,1,0
501,20.0,1,0
502,20.0,1,0
503,20.0,1,0
504,20.0,1,0
505,20.0,1,0
506,20.0,1,0
507,20.0,1,0
508,20.0,1,0
509,20.0,1,0
510,20.0,1,0
511,20.0,1,0
512,20.0,1,0
513,20.0,1,0
514,20.0,1,0
515,20.0,1,0
516,20.0,1,0
517,20.0,1,0
518,20.0,1,0
519,20.0,1,0
520,20.0,1,0
521,20.0,1,0
522,20.0,1,0
523,20.0,1,0
524,20.0,1,0
525,20.0,1,0
526,20.0,1,0
527,20.0,1,0
528,20.0,1,0
529,20.0,1,0
530,20.0,1,0
531,20.0,1,0
532,20.0,1,0
533,20.0,1,0
534,20.0,1,0
535,20.0,1,0
536,20.0,1,0
537,20.0,1,0
538,20.0,1,0
539,20.0,1,0
540,20.0,1,0
541,20.0,1,0
542,20.0,1,0
543,20.0,1,0
544,20.0,1,0
545,20.0,1,0
546,20.0,1,0
547,20.0,1,0
548,20.0,1,0
549,20.0,1,0
550,20.0,1,0
551,20.0,1,0
552,20.0,1,0
553,20.0,1,0
554,20.0,1,0
555,20.0,1,0
556,20.0,1,0
557,20.0,1,0
558,20.0,1,0
559,20.0,1,0
560,20.0,1,0
561,20.0,1,0
562,20.0,1,0
563,20.0,1,0
564,20.0,1,0
565,20.0,1,0
566,20.0,1,0
567,20.0,1,0
568,20.0,1,0
569,20.0,1,0
570,20.0,1,0
571,20.0,1,0
572,20.0,1,0
573,20.0,1,0
574,20.0,1,0
575,20.0,1,0
576,20.0,1,0
577,20.0,1,0
578,20.0,1,0
579,20.0,1,0
580,20.0,1,0
581,20.0,1,0
582,20.0,1,0
583,20.0,1,0
584,20.0,1,0
585,20.0,1,0
586,20.0,1,0
587,20.0,1,0
588,20.0,1,0
589,20.0,1,0
590,20.0,1,0
591,20.0,1,0
592,20.0,1,0
593,20.0,1,0
594,20.0,1,0
595,20.0,1,0
596,20.0,1,0
597,20.0,1,0
598,20.0,1,0
599,20.0,1,0
600,20.0,1,0
601,20.0,1,0
602,20.0,1,0
603,20.0,1,0
604,20.0,1,0
605,12.0,1,0
606,12.0,1,0
607,12.0,1,0
608,12.0,1,0
609,12.0,1,0
610,12.0,0,0
611,12.0,0,0
612,12.0,0,0
613,12.0,0,0
614,12.0,0,0
615,12.0,0,0
616,12.0,0,0
617,12.0,0,0
618,12.0,0,0
619,12.0,0,0
620,12.0,0,0
621,12.0,0,0
622,12.0,0,0
623,12.0,0,0
624,12.0,0,0
625,12.0,0,0
626,12.0,0,0
627,12.0,0,0
628,12.0,0,0
629,12.0,0,0
630,12.0,0,0
631,12.0,0,0
632,12.0,0,0
633,12.0,0,0
634,12.0,0,0
635,12.0,0,0
636,12.0,0,0
637,12.0,0,0
638,12.0,0,0
639,12.0,0,0
640,12.0,0,0
641,12.0,0,0
642,12.0,0,0
643,12.0,0,0
644,12.0,0,0
645,12.0,0,0
646,12.0,0,0
647,12.0,0,0
648,12.0,0,0
649,12.0,0,0
650,12.0,0,0
651,12.0,0,0
652,12.0,0,0
653,12.0,0,0
654,12.0,0,0
655,12.0,0,0
656,12.0,0,0
657,12.0,0,0
658,12.0,0,0
659,12.0,0,0
660,12.0,0,0
661,12.0,0,0
662,12.0,0,0
663,12.0,0,0
664,12.0,0,0
665,12.0,0,0
666,12.0,0,0
667,12.0,0,0
668,12.0,0,0
669,12.0,0,0
670,12.0,0,0
671,12.0,0,0
672,12.0,0,0
673,12.0,0,0
674,12.0,0,0
675,12.0,0,0
676,12.0,0,0
677,12.0,0,0
678,12.0,0,0
679,12.0,0,0
680,12.0,0,0
681,12.0,0,0
682,12.0,0,0
683,12.0,0,0
684,12.0,0,0
685,12.0,0,0
686,12.0,0,0
687,12.0,0,0
688,12.0,0,0
689,12.0,0,0
690,12.0,0,0
691,12.0,0,0
692,12.0,0,0
693,12.0,0,0
694,12.0,0,0
695,12.0,0,0
696,12.0,0,0
697,12.0,0,0
698,12.0,0,0
699,12.0,0,0
700,12.0,0,0
701,12.0,0,0
702,12.0,0,0
703,12.0,0,0
704,12.0,0,0
705,12.0,0,0
706,12.0,0,0
707,12.0,0,0
708,12.0,0,0
709,12.0,0,0
710,12.0,0,0
